,job,marital,education,default,housing,loan,contact,day,month,pdays,poutcome,balance_capped,campaign_capped,age_capped,previous_winsorized,housing_loan,Week,previous_contacted,season,duration,Hasil Prediksi
30407,0,1,1,0,1,0,1,5.0,4,-1.0,1,237.0,1.0,30.0,0.0,0,0,0,1,39.0,0
57260,3,2,2,0,1,0,1,6.0,5,-1.0,1,181.0,1.0,35.0,0.0,0,0,0,2,1162.0,1
54990,8,2,1,0,1,0,1,11.0,7,-1.0,1,148.0,1.0,32.0,0.0,0,1,0,2,683.0,1
21695,3,2,3,0,0,0,0,11.0,5,-1.0,1,0.0,1.0,50.0,0.0,0,1,0,2,249.0,0
60025,11,1,2,0,1,0,1,22.0,9,193.0,3,656.0,2.0,31.0,1.0,0,3,1,3,285.0,1
44320,6,2,1,0,0,0,2,3.0,6,-1.0,1,667.0,1.0,70.5,0.0,0,0,0,2,363.0,1
6504,1,2,2,0,0,0,0,16.0,5,-1.0,1,647.0,2.0,44.0,0.0,0,2,0,2,226.0,0
54163,5,2,1,0,1,0,1,13.0,4,-1.0,1,208.0,4.0,33.0,0.0,0,1,0,1,628.0,1
66679,2,1,1,0,0,0,1,26.0,10,-1.0,1,1852.0,1.0,44.0,0.0,0,3,0,3,320.0,1
34488,3,2,1,0,0,0,2,20.0,10,149.0,0,3815.0,2.0,53.0,3.0,0,2,1,3,75.0,0
26995,7,2,0,0,0,0,2,13.0,7,-1.0,1,284.0,4.0,54.0,0.0,0,1,0,2,127.0,0
35466,3,2,0,0,1,0,0,6.0,4,-1.0,1,530.0,3.0,46.0,0.0,0,0,0,1,739.0,0
31616,6,2,0,0,0,0,1,13.0,10,98.0,3,2600.0,2.0,70.5,1.0,0,1,1,3,186.0,1
66249,1,2,2,0,1,0,1,10.0,9,111.0,0,4043.0,4.0,44.0,2.0,0,1,1,3,689.0,1
75046,3,2,1,0,1,0,0,12.0,,-1.0,1,1166.0,1.0,58.0,0.0,0,1,0,0,493.0,0
49750,0,2,0,0,1,0,1,15.0,4,-1.0,1,10.0,1.0,58.0,0.0,0,2,0,1,298.0,0
68286,11,2,1,0,1,0,1,9.0,4,187.0,3,74.0,1.0,26.0,2.0,0,1,1,1,360.0,1
15242,0,1,2,0,0,0,1,13.0,7,-1.0,1,2521.0,2.0,34.0,0.0,0,1,0,2,73.0,0
51671,1,2,2,0,0,0,1,1.0,5,-1.0,1,1407.0,1.0,56.0,0.0,0,0,0,2,388.0,0
12218,3,2,0,0,1,1,1,3.0,1,251.0,0,-211.0,6.0,53.0,2.0,1,0,1,0,195.0,0
24793,6,2,0,0,0,0,0,1.0,6,-1.0,1,0.0,1.0,60.0,0.0,0,0,0,2,36.0,0
22726,6,0,2,0,0,0,1,9.0,3,295.0,0,4043.0,4.0,58.0,3.0,0,1,1,1,162.0,0
5303,0,2,2,0,1,0,0,6.0,5,-1.0,1,43.0,4.0,45.0,0.0,0,0,0,2,184.0,0
14627,5,2,1,0,0,0,2,19.0,10,-1.0,1,4043.0,2.0,47.0,0.0,0,2,0,3,60.0,0
46892,10,1,0,0,0,0,0,15.0,3,-1.0,1,1415.0,3.0,70.5,0.0,0,2,0,1,170.0,1
58252,3,2,1,0,1,0,1,12.0,1,-1.0,1,1076.0,1.0,29.0,0.0,0,1,0,0,142.0,1
39193,8,0,1,0,1,0,0,6.0,4,-1.0,1,55.0,5.0,42.0,0.0,0,0,0,1,176.0,0
73429,1,2,2,0,1,1,1,19.0,7,-1.0,1,96.0,6.0,56.0,0.0,1,2,0,2,173.0,0
20826,1,2,2,0,0,0,1,2.0,1,-1.0,1,71.0,1.0,32.0,0.0,0,0,0,0,75.0,0
54262,11,2,2,0,1,0,1,10.0,9,-1.0,1,726.0,2.0,56.0,0.0,0,1,0,3,321.0,1
61719,1,2,1,0,1,0,1,30.0,0,-1.0,1,1462.0,1.0,38.0,0.0,0,3,0,0,262.0,1
34985,0,2,2,0,1,1,0,29.0,4,-1.0,1,816.0,1.0,41.0,0.0,1,3,0,1,159.0,0
18064,3,2,0,0,1,0,1,10.0,6,-1.0,1,0.0,1.0,35.0,0.0,0,1,0,2,421.0,0
74339,5,2,1,0,0,0,1,1.0,8,29.0,0,200.0,1.0,32.0,3.0,0,0,1,3,729.0,1
21227,8,2,1,0,1,0,0,8.0,4,-1.0,1,237.0,1.0,37.0,0.0,0,1,0,1,175.0,0
4537,0,1,2,0,0,0,1,29.0,3,-1.0,1,388.0,3.0,32.0,0.0,0,3,0,1,250.0,1
43762,11,2,1,0,1,0,0,29.0,9,-1.0,1,0.0,1.0,34.0,0.0,0,3,0,3,160.0,1
60929,0,2,1,0,1,0,1,24.0,7,-1.0,1,2929.0,1.0,46.0,0.0,0,3,0,2,932.0,1
72003,1,1,2,0,,0,1,,7,-1.0,1,51.0,,35.0,0.0,0,,0,2,,0
45061,5,2,1,0,1,0,1,15.0,4,-1.0,1,140.0,1.0,30.0,0.0,0,2,0,1,759.0,1
44380,1,2,1,0,1,0,1,7.0,7,215.0,2,1752.0,2.0,41.0,4.0,0,0,1,2,485.0,1
20409,5,1,1,0,1,0,1,18.0,4,-1.0,1,176.0,2.0,37.0,0.0,0,2,0,1,80.0,0
5854,2,0,2,0,1,0,1,31.0,6,-1.0,1,992.0,2.0,40.0,0.0,0,,0,2,196.0,0
45682,0,2,1,0,1,0,1,16.0,5,386.0,0,0.0,1.0,33.0,4.0,0,2,1,2,356.0,1
20211,0,1,2,0,0,0,1,22.0,7,-1.0,1,0.0,2.0,30.0,0.0,0,3,0,2,34.0,0
41898,8,1,1,0,1,0,1,9.0,4,308.0,0,616.0,2.0,42.0,4.0,0,1,1,1,1139.0,1
20419,1,2,2,0,0,1,1,8.0,6,-1.0,1,3694.0,2.0,28.0,0.0,0,1,0,2,70.0,0
18018,8,2,1,0,0,1,1,10.0,6,-1.0,1,72.0,4.0,28.0,0.0,0,1,0,2,418.0,0
74037,0,1,1,0,0,0,,8.0,,-1.0,1,0.0,2.0,30.0,0.0,0,1,0,0,216.0,0
42068,0,2,1,0,1,0,1,26.0,6,-1.0,1,44.0,6.0,30.0,0.0,0,3,0,2,672.0,1
75037,2,1,2,0,,0,,18.0,10,-1.0,1,1240.0,1.0,44.0,0.0,0,2,0,3,88.0,0
26327,0,2,1,0,0,0,1,11.0,7,-1.0,1,1569.0,2.0,34.0,0.0,0,1,0,2,149.0,0
31343,0,2,1,0,1,0,0,9.0,5,-1.0,1,4043.0,6.0,38.0,0.0,0,1,0,2,221.0,0
14353,3,1,2,0,0,0,1,2.0,5,182.0,3,644.0,1.0,27.0,1.0,0,0,1,2,657.0,1
32614,3,2,1,0,1,0,2,18.0,10,-1.0,1,2455.0,1.0,44.0,0.0,0,2,0,3,18.0,0
34035,8,2,1,0,1,0,1,9.0,6,-1.0,1,-384.0,1.0,33.0,0.0,0,1,0,2,125.0,0
47334,1,2,2,0,0,0,1,10.0,7,-1.0,1,1614.0,2.0,66.0,0.0,0,1,0,2,165.0,1
9845,2,2,0,0,1,0,0,29.0,4,-1.0,1,171.0,3.0,46.0,0.0,0,3,0,1,52.0,0
23661,5,1,1,0,1,0,0,20.0,4,-1.0,1,2144.0,1.0,31.0,0.0,0,2,0,1,89.0,0
6348,3,2,0,0,0,1,1,7.0,6,-1.0,1,505.0,1.0,51.0,0.0,0,0,0,2,130.0,0
37855,3,2,0,0,1,0,1,2.0,1,-1.0,1,1873.0,1.0,34.0,0.0,0,0,0,0,192.0,0
21662,3,2,1,0,1,0,1,22.0,6,-1.0,1,246.0,1.0,34.0,0.0,0,3,0,2,532.0,0
42248,8,2,2,0,1,0,1,17.0,5,-1.0,1,2094.0,2.0,54.0,0.0,0,2,0,2,265.0,1
12814,1,1,2,0,0,0,1,17.0,2,321.0,3,1619.0,1.0,32.0,2.0,0,2,1,1,184.0,0
9884,3,2,0,0,1,0,1,17.0,3,147.0,0,119.0,3.0,40.0,2.0,0,2,1,1,795.0,0
16587,3,0,0,0,1,0,1,7.0,6,-1.0,1,213.0,3.0,42.0,0.0,0,0,0,2,434.0,0
44948,11,2,1,0,1,0,1,2.0,5,-1.0,1,188.0,1.0,36.0,0.0,0,0,0,2,252.0,1
38788,0,2,1,0,1,0,1,20.0,3,242.0,2,359.0,1.0,33.0,1.0,0,2,1,1,210.0,1
47238,0,2,1,0,0,0,1,24.0,4,95.0,2,3399.0,1.0,55.0,4.0,0,3,1,1,1068.0,1
8541,3,1,0,0,0,0,1,19.0,1,-1.0,1,377.0,2.0,27.0,0.0,0,2,0,0,645.0,1
27615,6,2,0,0,1,0,0,26.0,4,-1.0,1,-382.0,2.0,60.0,0.0,0,3,0,1,140.0,0
73435,9,1,1,0,0,0,1,22.0,3,-1.0,1,8.0,,25.0,0.0,0,3,0,1,,1
538,1,1,1,0,1,0,1,21.0,10,-1.0,1,4043.0,1.0,30.0,0.0,0,2,0,3,528.0,1
31236,1,1,0,0,1,0,0,21.0,4,-1.0,1,858.0,1.0,40.0,0.0,0,2,0,1,173.0,0
34747,1,2,2,0,1,0,1,20.0,10,189.0,0,4043.0,4.0,43.0,2.0,0,2,1,3,43.0,0
43213,5,2,1,0,0,0,1,18.0,0,-1.0,1,445.0,3.0,31.0,0.0,0,2,0,0,224.0,1
7463,0,0,2,0,1,0,1,8.0,4,-1.0,1,33.0,3.0,30.0,0.0,0,1,0,1,87.0,0
41633,5,1,2,0,0,0,1,12.0,9,93.0,3,929.0,1.0,34.0,2.0,0,1,1,3,234.0,1
49398,1,2,1,0,1,0,1,15.0,7,28.0,1,403.0,1.0,41.0,0.0,0,2,1,2,578.0,1
22935,5,1,1,0,1,0,0,6.0,4,-1.0,1,115.0,3.0,30.0,0.0,0,0,0,1,66.0,0
3967,8,1,1,0,1,0,1,1.0,8,-1.0,1,162.0,2.0,25.0,0.0,0,0,0,3,531.0,1
58248,1,2,1,0,1,0,1,11.0,7,-1.0,1,1601.0,1.0,46.0,0.0,0,1,0,2,1230.0,1
39418,3,1,0,0,1,0,0,4.0,5,-1.0,1,1790.0,6.0,39.0,0.0,0,0,0,2,229.0,0
68303,8,1,1,0,0,0,1,9.0,7,-1.0,1,1499.0,2.0,56.0,0.0,0,1,0,2,499.0,1
74177,1,2,0,0,1,0,1,30.0,,100.0,3,1504.0,2.0,53.0,2.0,0,3,1,0,188.0,1
38618,5,1,1,0,1,0,0,4.0,6,-1.0,1,144.0,6.0,31.0,0.0,0,0,0,2,43.0,0
12647,4,1,1,0,0,0,0,6.0,5,-1.0,1,3237.0,3.0,59.0,0.0,0,0,0,2,100.0,0
65078,8,2,1,0,0,0,1,12.0,5,185.0,3,1598.0,1.0,38.0,3.0,0,1,1,2,189.0,1
44353,3,2,1,0,1,0,1,30.0,3,344.0,0,2173.0,3.0,47.0,4.0,0,3,1,1,189.0,0
67025,6,2,2,0,0,0,1,8.0,7,96.0,3,1286.0,1.0,37.0,2.0,0,1,1,2,148.0,1
57357,0,2,1,0,0,0,1,19.0,6,458.0,3,806.0,3.0,34.0,1.0,0,2,1,2,253.0,1
52450,1,2,1,0,1,0,1,16.0,5,173.0,0,4043.0,1.0,37.0,4.0,0,2,1,2,1209.0,1
42553,1,2,1,0,0,0,1,5.0,7,-1.0,1,3059.0,2.0,33.0,0.0,0,0,0,2,482.0,1
32473,1,0,2,0,1,1,1,13.0,4,359.0,0,312.0,1.0,33.0,3.0,1,1,1,1,23.0,0
18918,9,1,1,0,0,0,2,4.0,4,-1.0,1,0.0,1.0,23.0,0.0,0,0,0,1,526.0,0
62400,1,2,1,0,1,0,1,14.0,6,3.0,1,546.0,2.0,27.0,1.0,0,1,1,2,459.0,1
37952,5,2,1,0,1,0,1,25.0,6,-1.0,1,82.0,1.0,33.0,0.0,0,3,0,2,735.0,1
58779,1,2,1,0,1,0,1,2.0,4,392.0,2,2779.0,1.0,40.0,1.0,0,0,1,1,560.0,1
16500,0,2,1,0,0,1,1,25.0,6,-1.0,1,18.0,6.0,51.0,0.0,0,3,0,2,363.0,0
52523,2,1,1,0,0,0,0,13.0,5,-1.0,1,3706.0,5.0,45.0,0.0,0,1,0,2,1021.0,1
67415,6,2,0,0,0,0,1,16.0,7,103.0,0,215.0,2.0,64.0,1.0,0,2,1,2,380.0,1
18313,1,2,2,0,1,0,1,18.0,10,-1.0,1,1636.0,1.0,32.0,0.0,0,2,0,3,124.0,0
13644,8,2,1,1,1,0,1,8.0,4,-1.0,1,-182.0,2.0,35.0,0.0,0,1,0,1,270.0,0
19749,8,1,1,0,1,0,1,28.0,6,-1.0,1,456.0,6.0,31.0,0.0,0,3,0,2,322.0,0
48145,11,2,1,0,0,0,1,22.0,6,-1.0,1,664.0,1.0,40.0,0.0,0,3,0,2,1202.0,1
68864,3,2,1,0,0,0,1,8.0,3,85.0,2,258.0,1.0,49.0,2.0,0,1,1,1,313.0,1
21254,8,2,1,0,1,1,1,18.0,4,180.0,0,-489.0,1.0,32.0,3.0,1,2,1,1,93.0,0
10904,6,0,0,1,0,1,1,24.0,6,-1.0,1,0.0,2.0,57.0,0.0,0,3,0,2,125.0,0
8815,1,2,2,0,0,0,1,30.0,3,160.0,2,1907.0,2.0,58.0,4.0,0,3,1,1,258.0,1
33114,0,2,1,0,0,0,1,19.0,10,-1.0,1,4043.0,3.0,55.0,0.0,0,2,0,3,427.0,0
69843,9,1,2,0,0,0,1,6.0,7,3.0,2,,5.0,32.0,4.0,0,0,1,2,101.0,0
66429,0,2,1,0,1,0,1,18.0,5,39.0,1,271.0,1.0,35.0,1.0,0,2,1,2,1912.0,1
2851,2,2,2,0,0,0,0,19.0,5,-1.0,1,4043.0,3.0,39.0,0.0,0,2,0,2,280.0,0
55619,8,2,1,0,0,0,1,4.0,1,-1.0,1,2758.0,3.0,39.0,0.0,0,0,0,0,658.0,1
20079,5,2,1,0,1,0,1,22.0,6,-1.0,1,-790.0,4.0,27.0,0.0,0,3,0,2,273.0,0
46002,3,2,1,0,1,0,1,7.0,4,-1.0,1,1938.0,1.0,40.0,0.0,0,0,0,1,228.0,0
15275,3,2,0,0,0,0,1,28.0,7,-1.0,1,4043.0,6.0,53.0,0.0,0,3,0,2,2372.0,0
59393,0,1,1,0,1,0,0,11.0,9,-1.0,1,4043.0,1.0,39.0,0.0,0,1,0,3,173.0,1
67261,5,1,2,0,0,0,1,28.0,10,-1.0,1,50.0,1.0,29.0,0.0,0,3,0,3,378.0,1
53971,0,1,2,0,0,0,1,15.0,8,134.0,2,1855.0,2.0,32.0,1.0,0,2,1,3,126.0,0
28160,5,2,1,0,1,0,1,15.0,4,-1.0,1,230.0,1.0,24.0,0.0,0,2,0,1,73.0,0
59222,8,2,1,0,1,0,1,16.0,6,-1.0,1,3701.0,2.0,49.0,0.0,0,2,0,2,880.0,1
26102,1,2,2,0,1,1,1,8.0,7,-1.0,1,2759.0,2.0,43.0,0.0,1,1,0,2,329.0,0
61874,0,2,2,0,1,0,1,20.0,3,161.0,0,1.0,3.0,43.0,4.0,0,2,1,1,233.0,0
7942,2,2,2,0,1,0,1,28.0,6,-1.0,1,404.0,6.0,37.0,0.0,0,3,0,2,55.0,0
26546,1,2,2,0,0,1,1,11.0,7,-1.0,1,828.0,3.0,34.0,0.0,0,1,0,2,1080.0,1
4572,1,2,2,0,1,0,0,15.0,4,-1.0,1,4004.0,2.0,43.0,0.0,0,2,0,1,190.0,0
37084,6,2,1,0,0,0,1,7.0,6,-1.0,1,4043.0,1.0,63.0,0.0,0,0,0,2,371.0,1
12427,0,2,1,0,0,0,1,4.0,7,-1.0,1,369.0,1.0,54.0,0.0,0,0,0,2,226.0,0
54032,1,2,1,0,0,0,1,15.0,10,-1.0,1,602.0,1.0,31.0,0.0,0,2,0,3,94.0,1
2032,3,2,1,0,1,0,1,20.0,10,-1.0,1,4043.0,2.0,40.0,0.0,0,2,0,3,97.0,0
17481,1,2,2,0,1,1,1,18.0,6,-1.0,1,941.0,6.0,51.0,0.0,1,2,0,2,252.0,0
57756,2,1,2,0,1,0,1,11.0,0,329.0,0,104.0,2.0,29.0,2.0,0,1,1,0,221.0,1
17821,3,2,1,0,1,0,0,15.0,4,-1.0,1,2219.0,2.0,49.0,0.0,0,2,0,1,51.0,0
15320,1,1,2,0,1,1,0,30.0,5,-1.0,1,2239.0,3.0,36.0,0.0,1,3,0,2,93.0,0
64849,1,2,1,0,1,0,1,24.0,5,-1.0,1,39.0,6.0,38.0,0.0,0,3,0,2,663.0,1
15282,0,2,1,0,0,0,0,20.0,5,-1.0,1,297.0,1.0,42.0,0.0,0,2,0,2,65.0,0
43331,0,2,2,0,0,0,1,9.0,10,-1.0,1,1788.0,1.0,38.0,0.0,0,1,0,3,247.0,1
29578,0,2,1,0,0,0,1,25.0,7,-1.0,1,4043.0,6.0,37.0,0.0,0,3,0,2,123.0,0
14026,2,2,1,0,0,1,0,17.0,5,-1.0,1,-272.0,2.0,38.0,0.0,0,2,0,2,143.0,0
75669,5,2,1,0,0,0,0,9.0,5,-1.0,1,287.0,2.0,61.0,0.0,0,1,0,2,,1
26888,1,2,1,0,0,0,1,12.0,7,-1.0,1,4043.0,3.0,40.0,0.0,0,1,0,2,432.0,0
70656,3,2,1,0,1,0,1,6.0,,-1.0,1,312.0,,27.0,0.0,0,0,0,0,796.0,1
7128,3,2,1,0,0,0,0,6.0,5,-1.0,1,101.0,1.0,43.0,0.0,0,0,0,2,153.0,0
72613,0,1,1,0,0,0,0,,,-1.0,1,4043.0,1.0,59.0,0.0,0,,0,0,233.0,1
34633,1,2,1,0,0,0,1,20.0,10,-1.0,1,1660.0,3.0,54.0,0.0,0,2,0,3,337.0,0
2579,1,2,2,0,1,0,0,9.0,4,-1.0,1,91.0,2.0,51.0,0.0,0,1,0,1,178.0,0
40939,6,2,1,0,0,0,1,29.0,5,586.0,0,11.0,1.0,60.0,2.0,0,3,1,2,265.0,1
14206,6,1,1,0,1,0,2,28.0,6,-1.0,1,74.0,6.0,60.0,0.0,0,3,0,2,29.0,0
55934,2,1,1,0,0,0,1,29.0,3,-1.0,1,1515.0,2.0,30.0,0.0,0,3,0,1,366.0,1
18781,0,1,1,0,1,0,1,2.0,2,288.0,0,598.0,1.0,28.0,2.0,0,0,1,1,177.0,0
58541,5,1,2,0,0,0,1,13.0,7,-1.0,1,3388.0,1.0,26.0,0.0,0,1,0,2,228.0,1
45792,0,1,2,0,1,0,1,7.0,4,351.0,0,178.0,1.0,38.0,1.0,0,0,1,1,184.0,0
2502,0,1,1,0,1,0,0,9.0,4,-1.0,1,300.0,4.0,35.0,0.0,0,1,0,1,338.0,0
29210,1,2,2,0,0,0,0,6.0,5,-1.0,1,3039.0,2.0,56.0,0.0,0,0,0,2,420.0,0
7236,3,2,1,0,1,1,0,23.0,4,-1.0,1,395.0,1.0,40.0,0.0,1,3,0,1,281.0,0
15484,5,2,1,0,1,0,0,20.0,5,-1.0,1,685.0,3.0,30.0,0.0,0,2,0,2,25.0,0
34911,0,2,2,0,0,0,1,4.0,1,-1.0,1,98.0,1.0,36.0,0.0,0,0,0,0,146.0,0
21395,5,0,1,0,1,0,1,4.0,4,167.0,0,661.0,4.0,33.0,3.0,0,0,1,1,90.0,0
19409,10,1,1,0,0,0,1,12.0,0,-1.0,1,15.0,1.0,34.0,0.0,0,1,0,0,377.0,1
43935,11,1,1,0,1,0,0,16.0,10,-1.0,1,65.0,1.0,29.0,0.0,0,2,0,3,229.0,1
30648,0,2,1,0,0,0,1,28.0,7,-1.0,1,0.0,2.0,46.0,0.0,0,3,0,2,63.0,0
68203,8,2,1,0,0,0,1,20.0,1,167.0,3,281.0,1.0,31.0,3.0,0,2,1,0,441.0,1
34914,3,2,1,0,0,0,1,21.0,10,-1.0,1,580.0,2.0,52.0,0.0,0,2,0,3,965.0,1
58102,3,2,1,0,1,0,1,15.0,4,-1.0,1,376.0,2.0,34.0,0.0,0,2,0,1,563.0,1
4959,3,2,1,0,1,1,1,20.0,7,-1.0,1,15.0,3.0,46.0,0.0,1,2,0,2,76.0,0
60475,3,2,2,0,1,0,1,30.0,4,-1.0,1,251.0,4.0,52.0,0.0,0,3,0,1,726.0,1
28206,5,2,2,0,1,1,1,8.0,2,-1.0,1,0.0,2.0,51.0,0.0,1,1,0,1,124.0,0
49818,1,1,2,0,1,0,1,12.0,7,-1.0,1,4043.0,2.0,57.0,0.0,0,1,0,2,877.0,1
25718,1,2,2,0,1,1,1,21.0,10,-1.0,1,39.0,1.0,46.0,0.0,1,2,0,3,64.0,0
24239,6,0,2,0,1,0,1,14.0,4,-1.0,1,2682.0,1.0,54.0,0.0,0,1,0,1,334.0,0
31436,3,2,0,0,1,0,1,8.0,4,338.0,3,403.0,2.0,37.0,1.0,0,1,1,1,318.0,0
14524,5,2,1,0,1,1,0,26.0,4,-1.0,1,214.0,1.0,30.0,0.0,1,3,0,1,219.0,0
34825,3,1,1,0,1,0,1,20.0,10,-1.0,1,297.0,2.0,31.0,0.0,0,2,0,3,279.0,0
63938,0,1,1,0,1,0,1,18.0,7,-1.0,1,896.0,1.0,48.0,0.0,0,2,0,2,640.0,1
53384,1,2,2,0,1,0,1,9.0,6,633.0,0,1468.0,1.0,30.0,1.0,0,1,1,2,377.0,1
30313,10,2,0,0,0,0,2,3.0,1,-1.0,1,1617.0,1.0,44.0,0.0,0,0,0,0,56.0,0
52901,3,2,1,0,1,0,1,15.0,7,139.0,1,2734.0,2.0,34.0,1.0,0,2,1,2,1550.0,1
13716,3,2,1,0,1,0,0,16.0,5,-1.0,1,4043.0,6.0,35.0,0.0,0,2,0,2,57.0,0
33915,8,2,1,0,1,0,0,26.0,4,-1.0,1,1746.0,1.0,36.0,0.0,0,3,0,1,99.0,0
11640,6,2,1,0,1,0,1,7.0,4,-1.0,1,599.0,1.0,59.0,0.0,0,0,0,1,31.0,0
21123,0,1,2,0,1,0,0,7.0,4,-1.0,1,92.0,3.0,55.0,0.0,0,0,0,1,118.0,0
25795,1,2,2,0,0,0,1,8.0,7,-1.0,1,902.0,3.0,47.0,0.0,0,1,0,2,75.0,0
13954,7,2,1,0,0,0,1,21.0,7,-1.0,1,0.0,2.0,32.0,0.0,0,2,0,2,435.0,0
33123,1,2,2,0,1,0,1,19.0,10,-1.0,1,4043.0,4.0,35.0,0.0,0,2,0,3,308.0,0
7185,0,2,2,0,1,0,2,24.0,6,-1.0,1,4.0,1.0,34.0,0.0,0,3,0,2,70.0,0
51618,11,2,2,0,0,0,1,12.0,5,99.0,0,205.0,2.0,54.0,1.0,0,1,1,2,397.0,1
66826,1,2,1,0,1,0,1,27.0,6,-1.0,1,2917.0,1.0,46.0,0.0,0,3,0,2,956.0,1
74266,5,1,1,0,1,0,1,20.0,3,348.0,0,,,32.0,2.0,0,2,1,1,177.0,0
47096,0,2,2,0,0,0,1,8.0,9,80.0,2,4043.0,1.0,48.0,2.0,0,1,1,3,496.0,1
49644,5,1,1,0,1,0,1,12.0,4,-1.0,1,80.0,1.0,47.0,0.0,0,1,0,1,1102.0,1
62405,5,1,1,0,0,0,1,8.0,0,97.0,2,1860.0,1.0,26.0,1.0,0,1,1,0,255.0,1
29865,0,1,1,0,1,0,1,17.0,3,-1.0,1,362.0,2.0,35.0,0.0,0,2,0,1,54.0,0
70780,1,2,1,,,0,1,1.0,3,351.0,,2.0,1.0,28.0,1.0,0,0,1,1,149.0,1
22084,7,2,0,0,0,0,2,14.0,11,111.0,0,67.0,2.0,64.0,1.0,0,1,1,0,86.0,0
35797,0,1,2,0,1,0,1,22.0,7,-1.0,1,195.0,2.0,32.0,0.0,0,3,0,2,239.0,0
29511,10,1,0,0,0,0,1,8.0,6,-1.0,1,4043.0,2.0,45.0,0.0,0,1,0,2,286.0,0
22289,10,1,1,1,0,1,2,7.0,6,-1.0,1,-1270.0,2.0,28.0,0.0,0,0,0,2,237.0,0
52351,0,1,1,0,0,0,1,18.0,5,-1.0,1,2567.0,4.0,30.0,0.0,0,2,0,2,813.0,1
35723,1,1,1,0,1,0,1,17.0,10,-1.0,1,18.0,1.0,30.0,0.0,0,2,0,3,294.0,0
30235,8,0,1,0,1,0,1,17.0,3,150.0,0,453.0,1.0,32.0,2.0,0,2,1,1,329.0,0
21939,3,1,1,0,1,0,1,15.0,3,-1.0,1,3612.0,1.0,58.0,0.0,0,2,0,1,563.0,1
11692,1,2,1,0,1,1,1,15.0,4,-1.0,1,134.0,3.0,32.0,0.0,1,2,0,1,532.0,1
49014,0,2,1,0,1,0,1,23.0,1,307.0,0,2851.0,1.0,27.0,3.0,0,3,1,0,237.0,1
37665,1,2,2,0,1,0,1,2.0,1,-1.0,1,1198.0,1.0,38.0,0.0,0,0,0,0,63.0,0
45156,5,1,2,0,1,0,1,4.0,2,281.0,2,760.0,2.0,26.0,4.0,0,0,1,1,455.0,1
27110,3,2,0,0,1,0,1,21.0,6,-1.0,1,2469.0,1.0,38.0,0.0,0,2,0,2,66.0,0
18393,6,0,2,0,0,0,2,29.0,6,-1.0,1,1321.0,6.0,58.0,0.0,0,3,0,2,157.0,0
33513,3,2,1,0,1,1,1,13.0,4,-1.0,1,387.0,1.0,37.0,0.0,1,1,0,1,413.0,0
60700,0,2,1,0,1,0,1,7.0,10,-1.0,1,166.0,4.0,35.0,0.0,0,0,0,3,1315.0,1
65641,5,1,2,0,0,0,1,8.0,8,95.0,0,2030.0,1.0,55.0,2.0,0,1,1,3,424.0,1
22364,7,0,1,0,0,0,1,15.0,6,-1.0,1,122.0,1.0,59.0,0.0,0,2,0,2,129.0,0
46709,0,2,1,0,1,0,1,21.0,0,92.0,2,1682.0,2.0,47.0,3.0,0,2,1,0,597.0,1
32640,3,1,1,0,0,0,1,27.0,4,-1.0,1,254.0,4.0,39.0,0.0,0,3,0,1,128.0,0
7797,0,1,2,0,1,0,0,26.0,4,-1.0,1,975.0,1.0,30.0,0.0,0,3,0,1,603.0,0
38423,11,2,0,0,0,0,0,20.0,5,-1.0,1,728.0,4.0,58.0,0.0,0,2,0,2,112.0,0
32842,0,2,1,0,0,0,0,19.0,5,-1.0,1,891.0,1.0,55.0,0.0,0,2,0,2,268.0,0
6722,11,2,1,0,0,0,0,17.0,5,-1.0,1,372.0,2.0,58.0,0.0,0,2,0,2,315.0,0
56696,9,1,3,0,0,0,1,13.0,4,178.0,0,376.0,2.0,32.0,3.0,0,1,1,1,457.0,1
61523,6,2,1,0,0,0,1,7.0,0,-1.0,1,1969.0,1.0,39.0,0.0,0,0,0,0,320.0,1
1701,5,1,1,0,0,0,0,8.0,4,-1.0,1,303.0,1.0,33.0,0.0,0,1,0,1,149.0,0
27760,8,1,1,0,0,0,0,5.0,5,-1.0,1,244.0,1.0,37.0,0.0,0,0,0,2,70.0,0
3416,3,2,1,0,1,0,0,13.0,4,-1.0,1,641.0,1.0,41.0,0.0,0,1,0,1,161.0,0
2459,8,2,1,0,1,1,0,29.0,4,-1.0,1,-178.0,1.0,51.0,0.0,1,3,0,1,48.0,0
38356,1,0,2,0,1,1,0,19.0,4,-1.0,1,312.0,3.0,32.0,0.0,1,2,0,1,886.0,0
63472,1,2,1,0,1,0,1,23.0,7,717.0,0,1689.0,1.0,37.0,2.0,0,3,1,2,504.0,1
28130,3,2,1,0,1,1,0,16.0,5,-1.0,1,294.0,3.0,30.0,0.0,1,2,0,2,50.0,0
21339,1,1,2,0,1,0,1,13.0,4,-1.0,1,3821.0,2.0,34.0,0.0,0,1,0,1,649.0,1
40584,0,1,1,0,1,0,0,7.0,4,-1.0,1,99.0,3.0,54.0,0.0,0,0,0,1,283.0,0
8748,0,1,2,0,1,1,1,2.0,1,-1.0,1,-167.0,1.0,53.0,0.0,1,0,0,0,289.0,0
10098,3,2,1,0,0,0,0,11.0,5,-1.0,1,4043.0,1.0,40.0,0.0,0,1,0,2,113.0,0
